country,location_name,latitude,longitude,temperature_celsius,precip_mm,humidity,air_quality_PM2.5
Luxembourg,Luxembourg,49.61,6.13,18.773333333333333,0.03066666666666667,65.96666666666667,4.9141666666666675
Luxembourg,Luxembourg,49.6117,6.13,8.562385321100917,0.012110091743119267,81.60550458715596,15.850183486238533
Macedonia,Skopje,42.0,21.43,29.788,0.016800000000000002,40.56,8.4718
Macedonia,Skopje,42.0,21.4333,12.572033898305085,0.007627118644067797,68.23728813559322,26.947372881355932
Madagascar,Antananarivo,-18.92,47.52,23.29642857142857,0.002142857142857143,44.607142857142854,7.5633928571428575
Madagascar,Antananarivo,-18.9167,47.5167,23.795348837209303,0.008914728682170544,55.96124031007752,7.462751937984496
Madagascar,Ivory,-24.37,46.45,26.846666666666668,0.0006666666666666666,34.63333333333333,2.771166666666667
Madagascar,Ivory,-24.3667,46.45,29.450819672131146,0.009344262295081968,40.49180327868852,7.354508196721311
Malawi,Lilongwe,-13.9833,33.7833,23.651908396946567,0.015648854961832062,61.64885496183206,10.879007633587786
Malawi,Lilongwe,-13.98,33.78,24.846153846153847,0.0019230769230769232,35.80769230769231,6.9653846153846155
Malaysia,Kuala Lumpur,3.1667,101.7,31.400793650793652,0.03920634920634921,65.08730158730158,40.93230158730159
Malaysia,Kuala Lumpur,3.17,101.7,28.573076923076922,0.021153846153846155,78.84615384615384,47.211730769230776
Maldives,Dhidhdhoo,6.88,73.1,28.158823529411762,0.029411764705882353,77.70588235294117,5.4929411764705875
Maldives,Dhidhdhoo,6.8833,73.1,27.872340425531913,0.020354609929078015,74.48936170212765,13.322710495820283
Maldives,Felidhoo,3.48,73.53,28.74,0.026000000000000002,81.2,2.0
Maldives,Male,4.1667,73.5,28.3,0.05,80.0,2.8
Maldives,Male,4.17,73.5,28.8,0.02,81.0,1.5
Mali,Bamako,12.65,-8.0,26.489403973509933,0.004834437086092716,56.64238410596027,26.437384105960266
Malta,Valletta,35.8997,14.5147,19.360902255639097,0.010375939849624061,70.67669172932331,11.068082706766917
Malta,Valletta,35.9,14.51,28.816129032258065,0.0012903225806451613,59.483870967741936,27.583870967741937
Marshall Islands,Majuro,7.1,171.38,28.46206896551724,0.032758620689655175,80.13793103448276,2.2044827586206894
Marshall Islands,Majuro,7.1,171.3833,28.13125,0.028333333333333335,81.38194444444444,7.665590277777778
Mauritania,Nouakchott,18.0864,-15.9753,22.875714285714285,0.0013571428571428571,54.6,43.276357142857144
Mauritania,Nouakchott,18.09,-15.98,26.6,0.003125,63.84375,30.70921875
Mauritius,Port Louis,-20.1619,57.4989,27.58294573643411,0.02232558139534884,69.27906976744185,8.60484495828318
Mauritius,Port Louis,-20.16,57.5,23.313333333333333,0.023333333333333334,70.9,3.625333333333333
Mexico,Mexico City,19.4285,-99.1277,13.990579710144928,0.0018840579710144927,67.21014492753623,41.74340579710145
Mexico,Mexico City,19.43,-99.13,16.37837837837838,0.01810810810810811,76.1891891891892,22.458243243243246
Micronesia,Palikir,6.9167,158.15,28.536936936936936,0.025945945945945948,81.85585585585585,7.675810810810811
Micronesia,Palikir,6.92,158.15,27.138461538461538,0.02230769230769231,84.92307692307692,1.323846153846154
Monaco,Monaco,43.73,7.42,25.82903225806452,0.005806451612903225,67.3225806451613,7.586935483870968
Monaco,Monaco,43.7333,7.4167,16.58134328358209,0.009925373134328359,64.66417910447761,9.277014925373136
Mongolia,Ulaanbaatar,47.9167,106.9167,7.980172413793105,0.0049137931034482765,44.76724137931034,16.534741379310343
Mongolia,Ulaanbaatar,47.92,106.92,16.227777777777778,0.008611111111111111,59.388888888888886,7.586805555555555
Montenegro,Podgorica,42.44,19.26,31.951724137931034,0.009310344827586208,39.241379310344826,8.587931034482759
Montenegro,Podgorica,42.4411,19.2636,16.268888888888892,0.011851851851851853,62.837037037037035,16.582555556968405
Morocco,Rabat,34.0253,-6.8361,17.2970802919708,0.006715328467153285,83.23357664233576,16.22675182481752
Morocco,Rabat,34.03,-6.84,24.517241379310345,0.0006896551724137932,64.55172413793103,8.828793103448277
Mozambique,Maputo,-25.97,32.59,25.63076923076923,0.0038461538461538464,52.5,13.301730769230769
Mozambique,Maputo,-25.9653,32.5892,25.523076923076925,0.009923076923076923,68.1076923076923,11.338115384615383
Myanmar,Abazu,17.6167,96.7333,27.2,0.05,86.0,10.2
Myanmar,Namawbin,24.2333,95.4833,29.24,0.04,76.0,8.239999999999998
Myanmar,Pathein,16.78,94.73,28.933333333333334,0.016666666666666666,77.66666666666667,1.9333333333333333
Myanmar,Rangoon,16.78,96.17,28.266666666666666,0.016666666666666666,88.66666666666667,7.1000000000000005
Myanmar,Rangoon,16.7833,96.1667,32.064,0.013800000000000002,63.1,32.8034
Myanmar,Yangon,16.78,96.17,28.02,0.042666666666666665,89.6,10.560333333333334
Myanmar,Yangon,16.7833,96.1667,31.23225806451613,0.025967741935483873,69.20967741935483,32.76241935483871
Namibia,Windhoek,-22.5717,17.0822,20.011206896551727,0.0033620689655172414,45.86206896551724,6.214698275862069
Namibia,Windhoek,-22.57,17.08,22.883333333333333,0.0,15.133333333333333,5.5841666666666665
Nepal,Kathmandu,27.7167,85.3167,22.936764705882354,0.021470588235294116,53.11029411764706,40.78830882352941
Nepal,Kathmandu,27.72,85.32,24.66774193548387,0.031612903225806455,78.06451612903226,22.239516129032257
Netherlands,Amsterdam,52.37,4.89,18.4,0.023333333333333334,70.5,8.055555555555555
Netherlands,Amsterdam,52.374,4.8897,10.568794326241136,0.012056737588652484,79.29078014184397,18.36255319148936
New Zealand,Wellington,-41.3,174.78,11.049999999999999,0.016785714285714286,77.67857142857143,3.148392857142857
New Zealand,Wellington,-41.3,174.7833,14.70514705882353,0.012720588235294117,77.80147058823529,7.747463235294117
Nicaragua,Managua,12.15,-86.27,24.670588235294115,0.006470588235294118,91.17647058823529,8.608235294117648
Nicaragua,Managua,12.1508,-86.2683,24.15603448275862,0.006206896551724138,82.5,9.240689655172414
Niger,Niamey,13.5167,2.1167,30.266197183098594,0.0007042253521126761,39.014084507042256,37.11732394366197
Niger,Niamey,13.52,2.12,32.887499999999996,0.004166666666666667,50.958333333333336,12.857291666666667
Niger,Niamey,13.6667,1.7833,26.164788732394367,0.0,44.71830985915493,23.98281690140845
Nigeria,Abuja,9.1758,7.1808,26.627868852459017,0.00860655737704918,67.59016393442623,40.48200819359452
Nigeria,Abuja,9.18,7.18,28.108571428571427,0.03142857142857143,74.48571428571428,7.271000000000001
North Korea,Pyongyang,39.0194,125.7547,12.377551020408163,0.00816326530612245,56.673469387755105,31.854319733081223
North Korea,Pyongyang,39.02,125.75,22.253333333333334,0.011000000000000001,79.13333333333334,26.1075
Norway,Oslo,59.9167,10.75,7.652892561983471,0.010247933884297521,78.61157024793388,11.415454545454546
Norway,Oslo,59.92,10.75,16.282142857142855,0.023214285714285715,70.32142857142857,3.8971428571428572
Oman,Muscat,23.61,58.59,35.00645161290323,0.0,51.903225806451616,37.513064516129035
Oman,Muscat,23.6133,58.5933,32.23059701492537,0.00037313432835820896,49.40298507462686,32.960261194029854
Pakistan,Islamabad,33.7,73.1667,27.60747663551402,0.00822429906542056,29.485981308411215,41.72598130841122
Pakistan,Islamabad,33.7,73.17,33.39411764705883,0.01,43.05882352941177,39.07735294117647
Palau,Aakip,7.3619,134.5122,31.25,0.030000000000000002,73.0,3.55
Palau,Adkip,7.36,134.51,26.2,0.045,89.0,0.5
Palau,Airai,7.3575,134.5578,28.172307692307694,0.030615384615384614,82.3076923076923,6.216
Palau,Airai,7.36,134.56,26.657142857142855,0.030000000000000002,88.28571428571429,5.340714285714285
Palau,Koror,7.33,134.48,27.52857142857143,0.030000000000000002,80.57142857142857,0.5714285714285714
Palau,Koror,7.3333,134.4833,29.119444444444444,0.029166666666666667,77.38888888888889,5.201805555555556
Panama,Panama City,8.9667,-79.5333,25.188970588235293,0.01772058823529412,89.86029411764706,7.404963235294118
Panama,Panama City,8.97,-79.53,26.41,0.02866666666666667,90.03333333333333,8.251666666666667
Papua New Guinea,Port Moresby,-9.4647,147.1925,27.31700680272109,0.033129251700680276,80.76190476190476,9.34139455782313
Papua New Guinea,Port Moresby,-9.46,147.19,25.028000000000002,0.0148,86.12,5.6814
Paraguay,Aguaray,-19.85,-58.5167,23.575,0.01340909090909091,69.70454545454545,8.85875
Paraguay,Aurora,-23.4333,-61.3333,19.747619047619047,0.007777777777777778,70.77777777777777,7.914888888888889
Paraguay,Aurora,-23.43,-61.33,19.70952380952381,0.002380952380952381,47.38095238095238,21.728476190476194
Paraguay,Carreria,-21.55,-58.12,30.7,0.0,30.0,17.8
Paraguay,Carreria,-21.55,-58.1167,24.1,0.025,84.5,2.65
Paraguay,Garrapata,-19.7,-58.7167,22.38823529411765,0.0029411764705882353,66.3529411764706,8.204941176470589
Paraguay,Pasto,-19.45,-61.15,27.0,0.0,40.0,5.680000000000001
Paraguay,Sartorio,-21.9833,-58.4333,21.316666666666666,0.008333333333333333,78.66666666666667,7.402
Peru,Lima,-12.05,-77.05,18.23409090909091,0.004204545454545455,84.05113636363636,22.62198863636364
Philippines,Manila,14.6,120.98,29.123809523809523,0.0380952380952381,81.28571428571429,31.393333333333334
Philippines,Manila,14.6042,120.9822,30.584892086330935,0.02158273381294964,68.86330935251799,25.216007194244604
Poland,Warsaw,52.25,21.0,11.779041916167666,0.008023952095808383,68.52694610778443,21.94550898203593
Portugal,Lisbon,38.7167,-9.1333,14.841666666666667,0.012750000000000001,80.63333333333334,17.394791666666666
Portugal,Lisbon,38.72,-9.13,24.592857142857145,0.0010714285714285715,58.464285714285715,7.551428571428572
Qatar,Doha,25.2867,51.5333,30.690322580645162,0.00024193548387096774,40.24193548387097,46.035403225806455
Qatar,Doha,25.29,51.53,39.982142857142854,0.0,33.57142857142857,42.08553571428571
Romania,Bucharest,44.43,26.1,31.363636363636363,0.002272727272727273,30.863636363636363,8.684772727272728
Romania,Bucharest,44.4333,26.1,11.624626865671642,0.005298507462686568,70.72388059701493,26.447985074626867
Russia,Chi-Chi-Erh,51.7,94.45,2.700000000000002,0.0,64.5,7.5
Russia,Lom,59.13,44.3,20.95,0.0,55.0,3.6
Russia,Moscow,55.75,37.62,22.573913043478264,0.00956521739130435,48.0,12.705000000000002
Russia,Moscow,55.7522,37.6156,7.748275862068966,0.013706896551724138,75.37068965517241,39.92344827586207
Rwanda,Kigali,-1.9536,30.0606,22.361475409836064,0.025901639344262296,68.4672131147541,27.97217213114754
Rwanda,Kigali,-1.95,30.06,27.94193548387097,0.008387096774193548,34.58064516129032,15.44774193548387
Saint Kitts and Nevis,Basseterre,17.3,-62.72,29.29047619047619,0.01904761904761905,74.38095238095238,3.0545238095238094
Saint Kitts and Nevis,Basseterre,17.3,-62.7167,26.236220472440944,0.024488188976377955,79.56692913385827,10.33215748331866
Saint Lucia,Castries,14.0,-61.0,27.007236842105264,0.02598684210526316,80.09868421052632,11.039618421052632
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,29.017857142857142,0.02,75.89285714285714,3.5332500000000002
Saint Vincent and the Grenadines,Kingstown,13.1333,-61.2167,26.87727272727273,0.025909090909090913,77.74242424242425,12.384524998751553
Samoa,Apia,-13.8333,-171.7333,26.48165137614679,0.033853211009174315,86.5229357798165,5.723394497162705
Samoa,Apia,-13.83,-171.73,25.22121212121212,0.03272727272727273,87.21212121212122,3.5316666666666667
San Marino,City Of San Marino,43.93,12.45,31.3,0.0,55.0,14.3
San Marino,San Marino,43.93,12.45,26.483333333333334,0.005333333333333333,61.166666666666664,10.990933333333334
San Marino,San Marino,43.9333,12.45,14.137037037037038,0.011481481481481481,73.47407407407407,16.910895925592495
Saudi Arabia,Riyadh,24.64,46.77,42.935483870967744,0.0,6.870967741935484,29.914032258064516
Saudi Arabia,Riyadh,24.6408,46.7728,28.22962962962963,0.001037037037037037,20.94074074074074,54.755962962962975
Senegal,Dakar,14.67,-17.44,28.3625,0.012083333333333335,76.45833333333333,12.044166666666667
Senegal,Dakar,14.6708,-17.4381,23.09430894308943,0.004227642276422764,80.26829268292683,34.401910569105695
Serbia,Belgrade,44.8,20.47,28.91,0.0016666666666666668,37.3,8.4665
Serbia,Belgrade,44.804,20.4651,11.866165413533835,0.006616541353383459,69.09774436090225,27.12417293233083
Seychelles Islands,Victoria,-4.62,55.45,27.46451612903226,0.01806451612903226,80.83870967741936,6.134516129032258
Seychelles Islands,Victoria,-4.6167,55.45,29.166923076923077,0.01823076923076923,73.72307692307692,8.589346153846154
Sierra Leone,Freetown,8.49,-13.2342,25.731297709923666,0.013969465648854963,80.9618320610687,27.701488549618322
Sierra Leone,Freetown,8.49,-13.23,27.6375,0.042916666666666665,79.45833333333333,4.027708333333334
Singapore,Singapore,1.29,103.86,28.968571428571426,0.015714285714285715,74.17142857142858,22.51757142857143
Singapore,Singapore,1.2931,103.8558,30.450806451612905,0.03612903225806452,66.26612903225806,21.69826612903226
Slovakia,Bratislava,48.15,17.1167,11.397619047619047,0.006904761904761905,70.57142857142857,19.18892857142857
Slovakia,Bratislava,48.15,17.12,24.68095238095238,0.010952380952380953,51.904761904761905,4.6847619047619045
Slovenia,Ljubljana,46.0553,14.5144,9.709836065573771,0.013196721311475411,76.54098360655738,29.36172131147541
Slovenia,Ljubljana,46.06,14.51,25.565384615384616,0.03307692307692308,55.03846153846154,6.508269230769231
Solomon Islands,Honiara,-9.4333,159.95,27.877777777777776,0.03256410256410257,83.14529914529915,3.0211538461538465
Solomon Islands,Honiara,-9.43,159.95,25.5962962962963,0.013703703703703704,88.11111111111111,2.8411111111111107
Somalia,Mogadishu,2.0667,45.3667,28.858730158730157,0.006587301587301588,75.34920634920636,12.604007936507937
Somalia,Mogadishu,2.07,45.37,28.4875,0.01375,76.0,5.0808333333333335
South Africa,Pretoria,-25.75,28.19,21.87857142857143,0.0,24.142857142857142,25.879285714285714
South Africa,Pretoria,-25.7469,28.188,19.14,0.007666666666666667,60.358333333333334,31.215500000000002
South Korea,Seoul,37.5664,126.9997,15.57175572519084,0.005267175572519084,54.93129770992366,40.36244274809161
South Korea,Seoul,37.57,127.0,24.85,0.010454545454545454,77.4090909090909,27.86704545454546
Spain,Madrid,40.4,-3.6833,12.80151515151515,0.00787878787878788,70.78787878787878,17.146628784266387
Spain,Madrid,40.4,-3.68,29.900000000000002,0.0,28.482758620689655,3.943793103448276
Sri Lanka,Colombo,6.93,79.85,28.837500000000002,0.042083333333333334,81.04166666666667,4.288958333333333
Sri Lanka,Colombo,6.9319,79.8478,30.293478260869566,0.03297101449275362,73.04347826086956,27.58981884057971
Sudan,Juba,12.15,24.45,28.334426229508196,0.001366120218579235,29.704918032786885,34.85530054644809
Sudan,Khartoum,15.5881,32.5342,29.905970149253733,0.0,25.171641791044777,37.13716417910448
Sudan,Khartoum,15.59,32.53,37.61666666666667,0.001388888888888889,28.166666666666668,24.800416666666663
Suriname,Paramaribo,5.83,-55.17,26.47083333333333,0.014583333333333335,85.125,3.8775
Suriname,Paramaribo,5.8333,-55.1667,23.734126984126984,0.024682539682539684,95.45238095238095,10.84154761904762
Swaziland,Mbabane,-26.32,31.13,22.900000000000002,0.005,33.208333333333336,24.092083333333335
Swaziland,Mbabane,-26.3167,31.1333,20.923423423423422,0.01144144144144144,63.549549549549546,17.885180180180182
Sweden,Stockholm,59.33,18.05,20.49375,0.006875,48.6875,2.4803125
Sweden,Stockholm,59.3333,18.05,7.465714285714286,0.009428571428571429,77.5,7.506035715648107
Switzerland,Bern,46.9167,7.4667,7.53923076923077,0.01276923076923077,84.71538461538462,13.618961538461537
Switzerland,Bern,46.92,7.47,22.508333333333336,0.02291666666666667,59.916666666666664,4.5095833333333335
Switzerland,S-Chanf,46.6167,9.9833,1.8714285714285737,0.015714285714285715,84.57142857142857,3.709857142857143
Syria,Damascus,33.5,36.3,21.131007751937986,0.0014728682170542637,42.07751937984496,22.73437984200411
Tajikistan,Dushanbe,38.56,68.77,30.964864864864865,0.00891891891891892,26.62162162162162,10.474729729729729
Tajikistan,Dushanbe,38.56,68.7739,20.04308943089431,0.011626016260162603,42.447154471544714,20.345731705766383
Tanzania,Dodoma,-6.1833,35.75,24.423853211009174,0.01110091743119266,59.42201834862385,10.337339449541284
Tanzania,Dodoma,-6.18,35.75,27.983333333333334,0.0,32.5,6.089375
Thailand,Bangkok,13.75,100.5167,32.43692307692308,0.010692307692307694,51.90769230769231,30.05373076923077
Thailand,Bangkok,13.75,100.52,30.093548387096774,0.011290322580645162,71.19354838709677,28.681290322580644
Thailand,Nan,18.78,100.78,27.554166666666664,0.037083333333333336,86.41666666666667,5.4156249999999995
Thailand,Nan,18.7833,100.7833,31.35818181818182,0.019454545454545457,52.63636363636363,25.574318182685158
Timor-Leste,Dili,-8.56,125.57,24.3375,0.003125,75.875,2.606875
Timor-Leste,Dili,-8.5586,125.5736,26.82820512820513,0.03504273504273505,75.48717948717949,8.511794871794871
Tonga,Nuku'alofa,-21.1333,-175.2,22.4,0.0,83.0,8.8
Tonga,Nuku`Aloia,-21.1333,-175.2,24.15909090909091,0.023257575757575758,86.88636363636364,10.02344696969697
Tonga,Nuku`Aloia,-21.13,-175.2,22.059375,0.0209375,83.5625,5.1401562499999995
Trinidad and Tobago,Port Of Spain,10.65,-61.52,28.16,0.027333333333333334,82.26666666666667,1.7426666666666668
Trinidad and Tobago,Port Of Spain,10.65,-61.5167,24.472868217054263,0.017286821705426357,90.0077519379845,10.610782945736434
Tunisia,Tunis,36.8,10.18,30.58055555555556,0.003333333333333333,44.97222222222222,13.773055555555555
Tunisia,Tunis,36.8028,10.1797,18.56830985915493,0.006126760563380282,75.22535211267606,18.905915487584934
Turkey,Ankara,39.9272,32.8644,12.86590909090909,0.008181818181818182,59.303030303030305,26.91780303030303
Turkey,Ankara,39.93,32.86,28.882608695652173,0.0034782608695652175,30.91304347826087,8.977608695652174
Turkey,Yaren,39.55,27.6167,14.337007874015748,0.012283464566929135,72.7244094488189,22.69118110161128
Turkey,Yaren,39.55,27.62,29.585714285714282,0.004761904761904762,37.857142857142854,10.77142857142857
Turkmenistan,Ashgabat,37.95,58.38,32.25416666666667,0.0033333333333333335,23.833333333333332,11.164166666666667
Turkmenistan,Ashgabat,37.95,58.3833,20.50814814814815,0.004222222222222223,42.02962962962963,21.046
Tuvalu,Funafuti,-8.52,179.22,28.386206896551727,0.03103448275862069,84.06896551724138,2.5075862068965518
Tuvalu,Funafuti,-8.5167,179.2167,29.081147540983608,0.02516393442622951,80.49180327868852,6.9922540975789556
Uganda,Kampala,0.3156,32.5656,25.214754098360654,0.01729508196721312,67.29508196721312,33.631475408272664
Uganda,Kampala,0.32,32.57,26.611904761904764,0.009761904761904763,54.04761904761905,10.440714285714286
Ukraine,Kyiv,50.43,30.52,26.762962962962963,0.005925925925925926,34.888888888888886,7.488518518518519
Ukraine,Kyiv,50.4333,30.5167,9.667241379310346,0.010862068965517242,66.66379310344827,15.770258621100723
United Arab Emirates,Abu Dhabi,24.4667,54.3667,31.008053691275165,0.0004026845637583893,44.38255033557047,45.91063758901302
United Arab Emirates,Abu Dhabi,24.47,54.37,36.746875,0.0,50.09375,43.978125000000006
United Kingdom,London,51.5171,-0.1062,10.45958904109589,0.011849315068493151,83.33561643835617,15.35010273972603
United Kingdom,London,51.52,-0.11,20.45,0.019545454545454546,57.59090909090909,5.821590909090909
United States of America,New York,40.7142,-74.0064,19.4,0.0,34.0,13.0
United States of America,Palau,7.4966,134.574,26.1,0.05,89.0,1.4
United States of America,Washington Harbor,48.0792,-123.0439,8.090625,0.003515625,90.1953125,6.1170703125
United States of America,Washington Harbor,48.08,-123.04,11.51764705882353,0.009411764705882354,93.76470588235294,5.163235294117648
United States of America,Washington Park,46.6,-120.49,11.299999999999999,0.0,62.333333333333336,2.6
Uruguay,Montevideo,-34.86,-56.17,10.254054054054054,0.008108108108108109,80.05405405405405,15.755135135135136
Uruguay,Montevideo,-34.8581,-56.1708,15.40263157894737,0.00868421052631579,88.04385964912281,11.174210526315788
Uzbekistan,Tashkent,41.3167,69.25,19.89826086956522,0.004,38.22608695652174,24.37213043478261
Uzbekistan,Tashkent,41.32,69.25,31.8875,0.0004166666666666667,21.583333333333332,10.303125
Vanuatu,Port Vila,-17.7333,168.3167,25.74388489208633,0.02697841726618705,86.26618705035972,8.768525179856116
Vanuatu,Port Vila,-17.73,168.32,22.633333333333336,0.021666666666666667,90.375,6.654374999999999
Vatican City,Vatican City,41.9,12.45,31.56153846153846,0.005384615384615385,40.73076923076923,10.9475
Vatican City,Vatican City,41.904,12.453,16.323076923076922,0.008692307692307694,73.14615384615385,19.103115384615386
Venezuela,Caracas,10.5,-66.92,25.87142857142857,0.013428571428571429,75.91428571428571,14.281857142857143
Venezuela,Caracas,10.5,-66.9167,21.728333333333335,0.01025,83.90833333333333,13.504041667461395
Vietnam,Ban Lom,21.13,104.7,25.27857142857143,0.028571428571428574,94.21428571428571,9.374285714285715
Vietnam,Ban Lom,21.1333,104.7,26.429166666666667,0.021944444444444447,65.55555555555556,33.74791666666667
Vietnam,Hanoi,21.03,105.85,29.624000000000002,0.0208,79.64,49.2146
Vietnam,Hanoi,21.0333,105.85,27.410317460317458,0.012222222222222223,62.26984126984127,47.730833333333344
Vietnam,S. Manian,11.2667,108.2333,28.5,0.002,62.0,13.209999999999999
Yemen,Sanaa,15.35,44.21,25.52777777777778,0.019444444444444445,26.833333333333332,23.050555555555558
Yemen,Sanaa,15.3547,44.2067,21.61880341880342,0.001623931623931624,23.60683760683761,24.640641025641024
Zambia,Lusaka,-15.42,28.28,26.7875,0.000625,20.9375,12.54453125
Zambia,Lusaka,-15.4167,28.2833,23.095867768595042,0.01322314049586777,55.33057851239669,11.111322314049588
Zimbabwe,Harare,-17.82,31.04,25.04074074074074,0.0,20.185185185185187,16.62888888888889
Zimbabwe,Harare,-17.8178,31.0447,22.137007874015747,0.01173228346456693,50.811023622047244,15.435866143234133
Турция,Yaren,39.55,27.62,34.0,0.0,44.0,11.3
